,aEIR,PfPR_2to10
0,7.155457281508,0.3891905231984
1,2.150830926956,0.1606280895609
2,3.365698925918,0.1977219626168
3,3.323354736087,0.2028618863151
4,2.032759470632,0.1247561800884
5,3.238022649544,0.1830798937968
6,4.649369801162,0.2461246200608
7,3.516002050135,0.1790930565259
8,1.842693402665,0.1312695280382
9,6.239892384387,0.3194144272724
10,1.949741520686,0.1220609282355
11,55.27460318687,0.6188821985487
12,18.31992876215,0.4470278725825
13,7.478494125884,0.3288420146362
14,14.67215493787,0.4254223769125
15,56.98927584151,0.6007898351648
16,39.09128049796,0.5615572646515
17,17.58125913679,0.4314339609211
18,8.772221276071,0.3814247805675
19,19.83888681093,0.4786698297748
20,39.77807565429,0.5407507040477
21,23.64397437859,0.450419740524
22,25.35875204671,0.4884074800785
23,69.00047151931,0.6128839563618
24,30.43128524441,0.5453447518665
25,73.61233543104,0.6055143673984
26,30.84811043809,0.5523696786356
27,123.3952767281,0.6887921241954
28,548.303132847,0.7419667590028
29,94.56223758799,0.6660457800406
30,100.9206293074,0.6797140303843
31,731.1885767579,0.7632342429466
32,357.326564597,0.7376949069739
33,219.7344859522,0.7222957914796
34,307.9556010477,0.7277237748076
35,226.9573160429,0.7200745448464
36,918.3232536055,0.7584682001044
37,355.1694619907,0.7445547602555
38,174.1337379562,0.7228333269897
39,243.0395141505,0.7369627729852
40,408.4096363783,0.7203924316748
41,203.9223252609,0.709954034532
42,432.3196824603,0.7490986561783
43,2.088007398183,0.1425103671488
44,2.118084257585,0.1252079705939
45,1.130960097187,0.08842316801837
46,4.610609701718,0.2737758945386
47,0.0,0.0
48,4.110651305062,0.2560955600039
49,3.574803705211,0.2280696300901
50,8.194491715403,0.3835752634719
51,4.598550499999,0.2863778074696
52,2.450240934733,0.171782813168
53,3.616197598167,0.1930609463423
54,4.295710688923,0.2332183853748
55,6.665618716739,0.3199090375587
56,2.557679532445,0.144050338964
57,4.859493245021,0.2407208613903
58,1.755174156162,0.102493983811
59,6.020842167665,0.2965593872773
60,6.717145225499,0.2846264073695
61,1.370096817962,0.08847568451165
62,6.913937292178,0.3484516966438
63,14.57475559798,0.4532429744761
64,7.221406892058,0.3414535119773
65,51.42447295249,0.5691935661159
66,5.932958990801,0.304340981542
67,18.88319073804,0.4636625385923
68,56.47665183677,0.6169475096928
69,41.77686438989,0.5664346201368
70,15.38857762655,0.4417830731306
71,46.40879038908,0.6077248038624
72,16.82919196459,0.4400852465369
73,13.53459922178,0.3962333689603
74,19.82353882422,0.4471824471824
75,11.18544359761,0.4066981779986
76,15.73395845958,0.4525957503057
77,13.98956481437,0.4828279818222
78,27.96757904382,0.5029541050243
79,23.64905126975,0.4756728390434
80,98.19182314072,0.6484452180458
81,74.90294164908,0.6306583560577
82,157.9197090906,0.694087608713
83,31.41086093057,0.5181247642237
84,107.0633930424,0.6710934393638
85,441.4688476715,0.7450536301867
86,31.57332605729,0.5527476255088
87,116.0594571796,0.6913937988989
88,31.3937396704,0.5250921463
89,477.0210400112,0.7379363658556
90,79.98945949902,0.6525382613681
91,33.48381515453,0.5478447303092
92,478.8412480894,0.7430446781532
93,79.22821612353,0.6300278952578
94,138.7804535362,0.7062789919181
95,66.87021834403,0.5716367933819
96,95.93255428597,0.6700058192701
97,134.5135256974,0.6687867956266
98,66.35608128808,0.5990658362989
99,58.02836974466,0.5849082073434
100,546.6928886902,0.7487055428232
101,215.520220085,0.7021761305678
102,547.6122373715,0.7406643757159
103,343.9505757242,0.7429225985927
104,717.1773967259,0.7581758662043
105,728.5344430637,0.7559853565296
106,259.4939190838,0.7093610922531
107,842.9266916588,0.7468455224795
108,343.5861300612,0.7110839766819
109,174.5723032737,0.697941866091
110,379.8997690622,0.7690315097622
111,285.0077226078,0.7250986391819
112,299.6410175702,0.7430288983849
113,251.5634507751,0.7152812071331
114,1.778644764447,0.1348235581922
115,4.889126851456,0.2701836357709
116,2.15245503292,0.153190355668
117,1.73859071394,0.1230908195106
118,1.447974541574,0.09166977201125
119,5.409603746899,0.3203992915795
120,1.880052503431,0.09166512659398
121,1.647126769589,0.1491526923587
122,0.4691809221404,0.04249608588683
123,5.96424100385,0.2833476247642
124,2.52866016503,0.1544395098006
125,0.0,0.0
126,2.733939655358,0.1781373632249
127,1.530695657246,0.1050084006721
128,3.015677651973,0.1828113139047
129,11.66890680685,0.4352343308865
130,6.322509836406,0.3121833438885
131,11.59605820104,0.3904842004085
132,19.38160192233,0.4484286255206
133,57.87854804366,0.6389855015827
134,7.563896847074,0.3182947019868
135,49.79702046444,0.5933931805654
136,12.74184176454,0.4026996625422
137,40.68215822289,0.5475204966966
138,60.25446640491,0.6123927150932
139,15.61555482307,0.4852759790318
140,6.986894956324,0.324669982424
141,16.19770976086,0.4261222831607
142,42.67637205415,0.5020265812046
143,44.25294991815,0.5615073493144
144,10.98807384027,0.377972819932
145,46.19385582628,0.5822860562537
146,109.5579762398,0.6598999227045
