pfpr_overfive,0.5,0.7,0.85
0.0323879053693,,,0.258367634844
0.0337439199543,,,0.2578936027712
0.03917769027463,,,0.3051378875389
0.04049742436022,,0.2565719572012,
0.0408706971698,,0.2530373361369,
0.04443900377832,,,0.3395101635251
0.04649409730055,,,0.3688012373459
0.04752339959182,,0.2961868743296,
0.0493668291238,0.250600502477,,
0.0509349932333,,,0.370985223708
0.05278290793371,,,0.4091197822709
0.05336916772201,,0.3122732053162,
0.0543055255138,0.2622029526101,,
0.05682621067562,,,0.4514628656907
0.05761457768648,,0.346785923437,
0.0608591018114,,0.3681300752796,
0.06107376296277,0.2960724442964,,
0.06549485786534,0.3224854264408,,
0.06590708356913,,0.4075413014507,
0.06599934163858,,,0.4978649824916
0.0663679731516,0.3262417346123,,
0.06746489579676,,,0.5228732161049
0.07347424292426,,0.4462524995324,
0.07547787709618,0.3599144392938,,
0.07966060558819,0.3815042541828,,
0.07977879974668,,0.4943220189307,
0.0864724947897,,0.5285676863859,
0.0870071513504,,,0.6227185523312
0.09784470619727,,,0.6839239960536
0.09843670428731,,0.5725328143744,
0.09847054165851,0.470719148434,,
0.1035850990862,,0.5824725849379,
0.1045883622053,0.488356943184,,
0.1057361040017,,,0.72249482185
0.1091845240479,,0.6307580950088,
0.1137833091096,0.543980294955,,
0.1218733695767,0.5733084235399,,
0.1218879057125,,,0.8165152787114
0.1254583747413,,0.6981792949373,
0.1289918591692,0.6067263395526,,
0.1317142074586,,0.7258814622473,
0.1330541871921,,,0.8751499849313
0.1367433886578,,0.7744790915458,
0.1427378442139,0.6486695688218,,
0.1438582445167,,,0.9237552081468
0.1501942633954,0.6913433753361,,
0.1520290966536,,0.8270274093375,
0.1555725528697,,,0.9644722357043
0.1622806251477,,0.8391791628383,
0.1665751480808,0.74832485753,,
0.1673810500501,,,1.002617887192
0.1735680076672,0.7672082752688,,
0.1755945849349,,0.8791777487495,
0.1805060203676,,,1.0570277113
0.1882593568018,,0.9502089251764,
0.192750737906,,,1.07734267629
0.1948019386807,,0.9852834095364,
0.1996247219376,0.8474086132774,,
0.2002803914397,,,1.110399941099
0.207335753183,0.8596576726413,,
0.2132905431035,,0.9962195847766,
0.2245887886951,,,1.159439115552
0.229981664625,,1.055179946852,
0.2310619096784,0.9288318576,,
0.231676639417,,,1.164432809892
0.2364375981291,,1.069671155623,
0.239627652185,0.9611366522149,,
0.2463431200997,,1.09907023987,
0.2542443444786,0.9903605810541,,
0.2595713775678,,1.136824546382,
0.2604393447304,1.007628743537,,
0.2625179361075,,,1.205173100287
0.2709411421257,,,1.24095573774
0.27138589951,,1.10464469716,
0.2816614973408,,,1.275078814477
0.2837535692093,,1.164658218389,
0.2848701461651,1.059306152165,,
0.2882374125228,1.010721104394,,
0.2949533495292,,,1.263015773846
0.301759197349,1.072748471051,,
0.3059525093176,,,1.254283801973
0.3129115763249,,1.176799590496,
0.3159402072026,1.092403461284,,
0.3185359342401,,,1.267320267885
0.3236556037737,1.107720018539,,
0.3261094294933,,1.190547705599,
0.3307850757045,,1.200105505646,
0.3334929109614,,,1.241847326164
0.3342740094124,1.108214587206,,
0.3389236896164,,,1.257421434566
0.3425121542623,1.10937755811,,
0.347295629098,,1.184460456017,
0.3503404324753,1.111620532174,,
0.3526750796849,,,1.295737603359
0.3602001422005,,1.205062484834,
0.362367066743,1.110200872063,,
0.3626601464326,,,1.281621394097
0.3673593763604,1.123056530021,,
0.3727582798081,,1.219116258435,
0.3757261298933,1.072323788976,,
0.3774925524672,,,1.249219938327
0.3794317619064,,,1.287157442712
0.3904826767448,,1.191312190378,
0.3912884194758,1.145686888776,,
0.3923261003768,,,1.293359589326
0.3958398336894,1.106852943631,,
0.3982118947632,,,1.188773032802
0.4023225054529,1.051423596335,,
0.4052467117605,1.051852538658,,
0.4108063220908,,,1.19774786674
0.4149214322514,,,1.176303613145
0.4153608112243,,1.141632072511,
0.4238582518162,,1.163181396201,
0.4238790109354,1.079708626959,,
0.4303266031918,1.041096629575,,
0.4311011186015,1.107480933773,,
0.4336979819166,,1.109318642411,
0.4342589886537,,,1.152199820615
0.4407918121006,,1.040477440925,
0.4421201465372,0.9922737026936,,
0.4457117569017,,1.06789757323,
0.4486000017183,,,1.135519364179
0.4488519646363,0.9997223769315,,
0.4564442309151,0.9346668668732,,
0.4590942257852,1.023047527589,,
0.471150910384,,0.9766174273391,
