,pfpr_underfives,pfpr_overfive,ci_underfives,ci_overfive,annual EIR,coverage_pair,group
47,0.08279832718241,0.3261094294933,1.041122688912,1.190547705599,5.517451095282938,"[0.7, 0.5]",0.7
48,0.1107034383351,0.347295629098,1.257212899625,1.184460456017,7.314547626104189,"[0.7, 0.5]",0.7
49,0.07341346608545,0.2604393447304,0.6339257420041,1.007628743537,3.1393557553820215,"[0.5, 0.3]",0.5
50,0.08367896824195,0.2848701461651,0.6582777171861,1.059306152165,3.448711456622578,"[0.5, 0.3]",0.5
51,0.1082697791631,0.3159402072026,0.9182085181819,1.092403461284,4.571995974685371,"[0.5, 0.3]",0.5
52,0.1981000239967,0.3958398336894,1.736304267892,1.106852943631,10.652530298887173,"[0.5, 0.3]",0.5
53,0.0926272446733,0.3626601464326,1.564851589501,1.281621394097,8.827142244788405,"[0.85, 0.65]",0.85
54,0.2315428410397,0.4407918121006,2.79969355138,1.040477440925,20.566816054921468,"[0.7, 0.5]",0.7
55,0.2151719514293,0.4023225054529,1.780558451544,1.051423596335,11.70224279959658,"[0.5, 0.3]",0.5
56,0.153183705441,0.4149214322514,2.521925708046,1.176303613145,15.513796282320202,"[0.85, 0.65]",0.85
57,0.09625053475075,0.3794317619064,1.737767388113,1.287157442712,9.696978922076473,"[0.85, 0.65]",0.85
58,0.2469979703943,0.4052467117605,2.006698166952,1.051852538658,12.855395168884503,"[0.5, 0.3]",0.5
59,0.2738241676226,0.4457117569017,3.068866033573,1.06789757323,22.593493596021478,"[0.7, 0.5]",0.7
60,0.3702810895483,0.4590942257852,2.896875713021,1.023047527589,24.819882256462023,"[0.5, 0.3]",0.5
61,0.008141100479967,0.06107376296277,0.06857311539352,0.2960724442964,0.3970830504759647,"[0.5, 0.3]",0.5
62,0.01060672578804,0.07547787709618,0.1089647896588,0.3599144392938,0.5264175130991771,"[0.5, 0.3]",0.5
63,0.00497526955456,0.0493668291238,0.05147920688614,0.250600502477,0.32903999999999994,"[0.5, 0.3]",0.5
64,0.01113057980346,0.06746489579676,0.1830027799588,0.5228732161049,0.766647343731978,"[0.85, 0.65]",0.85
65,0.01072890687497,0.06590708356913,0.1233524865238,0.4075413014507,0.5782912960022205,"[0.7, 0.5]",0.7
66,0.006170356140686,0.04649409730055,0.119308635476,0.3688012373459,0.4791969030370094,"[0.85, 0.65]",0.85
67,0.005499604130662,0.0408706971698,0.06991563364863,0.2530373361369,0.3614639773595862,"[0.7, 0.5]",0.7
68,0.007111046611822,0.05761457768648,0.09435288480017,0.346785923437,0.4791969030370094,"[0.7, 0.5]",0.7
69,0.02451911206877,0.1137833091096,0.204812240554,0.543980294955,0.8421936484850552,"[0.5, 0.3]",0.5
70,0.02053573393789,0.1438582445167,0.3406334579922,0.9237552081468,1.626021364409994,"[0.85, 0.65]",0.85
71,0.02787610409233,0.1501942633954,0.2410591631196,0.6913433753361,1.2265274377324271,"[0.5, 0.3]",0.5
72,0.01493641266099,0.09784470619727,0.2159772939049,0.6839239960536,1.0163530969849504,"[0.85, 0.65]",0.85
73,0.01735973299657,0.1218879057125,0.2930272403173,0.8165152787114,1.3473908521256543,"[0.85, 0.65]",0.85
74,0.02772593504436,0.1755945849349,0.3430223992327,0.8791777487495,1.7862513665551225,"[0.7, 0.5]",0.7
75,0.02285677846052,0.1289918591692,0.2078199468087,0.6067263395526,1.0163530969849504,"[0.5, 0.3]",0.5
76,0.0568020673956,0.2310619096784,0.4835429415107,0.9288318576,2.368053738442991,"[0.5, 0.3]",0.5
77,0.02517672620182,0.1520290966536,0.3119545611553,0.8270274093375,1.4801642853977057,"[0.7, 0.5]",0.7
78,0.02024886877828,0.1254583747413,0.2495327582583,0.6981792949373,1.1165056918244392,"[0.7, 0.5]",0.7
79,0.04385138251158,0.207335753183,0.398863120703,0.8596576726413,1.962270616092301,"[0.5, 0.3]",0.5
80,0.0441427516375,0.2625179361075,0.7527231276035,1.205173100287,3.7885514219437404,"[0.85, 0.65]",0.85
81,0.06055598890422,0.2949533495292,0.9939582459629,1.263015773846,5.022525679193388,"[0.85, 0.65]",0.85
82,0.06726053307176,0.3334929109614,1.228275592905,1.241847326164,6.658419376874854,"[0.85, 0.65]",0.85
83,0.09185500895439,0.2882374125228,0.7760052452795,1.010721104394,3.7885514219437404,"[0.5, 0.3]",0.5
84,0.06182719796703,0.3059525093176,1.054755065124,1.254283801973,5.517451095282938,"[0.85, 0.65]",0.85
85,0.0769887545013,0.3389236896164,1.383811230422,1.257421434566,7.314547626104189,"[0.85, 0.65]",0.85
86,0.1024228124191,0.301759197349,0.8349638722138,1.072748471051,4.161879605540665,"[0.5, 0.3]",0.5
87,0.1201955091495,0.3342740094124,1.040273854276,1.108214587206,5.517451095282938,"[0.5, 0.3]",0.5
88,0.1542688156672,0.362367066743,1.307670957176,1.110200872063,7.314547626104189,"[0.5, 0.3]",0.5
89,0.1311896296153,0.4108063220908,2.296787403524,1.19774786674,14.122180489527723,"[0.85, 0.65]",0.85
90,0.1356638439536,0.3727582798081,1.565238554031,1.219116258435,8.827142244788405,"[0.7, 0.5]",0.7
91,0.2030271422729,0.4238582518162,2.440254300018,1.163181396201,15.513796282320202,"[0.7, 0.5]",0.7
92,0.1876947627385,0.3912884194758,1.672953718808,1.145686888776,9.696978922076473,"[0.5, 0.3]",0.5
93,0.3302545405442,0.471150910384,3.729435445275,0.9766174273391,32.903999999999996,"[0.7, 0.5]",0.7
94,0.1704814445292,0.4342589886537,2.78121767845,1.152199820615,18.721935181881797,"[0.85, 0.65]",0.85
95,0.00736472992865,0.04443900377832,0.09411008970346,0.3395101635251,0.4362120677337696,"[0.85, 0.65]",0.85
96,0.007283901682245,0.05278290793371,0.1260085199028,0.4091197822709,0.5782912960022205,"[0.85, 0.65]",0.85
97,0.01460846636457,0.0864724947897,0.1648926557973,0.5285676863859,0.766647343731978,"[0.7, 0.5]",0.7
98,0.009700266016029,0.0543055255138,0.08503617311362,0.2622029526101,0.3614639773595862,"[0.5, 0.3]",0.5
99,0.01035511483273,0.0663679731516,0.07928134873509,0.3262417346123,0.4791969030370094,"[0.5, 0.3]",0.5
100,0.01022234003777,0.06599934163858,0.1617639687611,0.4978649824916,0.6978776801612594,"[0.85, 0.65]",0.85
101,0.01493604865544,0.0870071513504,0.2189095102949,0.6227185523312,0.9251843723814409,"[0.85, 0.65]",0.85
102,0.02506281664835,0.1805060203676,0.4377556580584,1.0570277113,2.155635003490666,"[0.85, 0.65]",0.85
103,0.02533967391304,0.1622806251477,0.3438405897468,0.8391791628383,1.626021364409994,"[0.7, 0.5]",0.7
104,0.03874378600174,0.1948019386807,0.4608222171664,0.9852834095364,2.155635003490666,"[0.7, 0.5]",0.7
105,0.01921423546883,0.1367433886578,0.266263701953,0.7744790915458,1.3473908521256543,"[0.7, 0.5]",0.7
106,0.03663546093536,0.1996247219376,0.3202306545572,0.8474086132774,1.7862513665551225,"[0.5, 0.3]",0.5
107,0.01417956053105,0.1057361040017,0.2440682386514,0.72249482185,1.1165056918244392,"[0.85, 0.65]",0.85
108,0.03282794990112,0.1735680076672,0.3120122422697,0.7672082752688,1.4801642853977057,"[0.5, 0.3]",0.5
109,0.02990898383125,0.1427378442139,0.2360638241516,0.6486695688218,1.1165056918244392,"[0.5, 0.3]",0.5
110,0.03248157788613,0.2245887886951,0.6138642549049,1.159439115552,2.8577498241914485,"[0.85, 0.65]",0.85
