,pfpr,annual EIR
0,0.02990656780464,0.3406622993180048
1,0.06348813680809,0.8400088707735304
2,0.04714800745724,0.5733960893326154
3,0.1032978655214,1.413886427909729
4,0.07463038040746,0.9651290322414604
5,0.1096053140482,1.5155325884183848
6,0.03195193240571,0.40522941050747147
7,0.0510710259301,0.682074182358061
8,0.08512184774335,1.108885966903635
9,0.1214290279287,1.7412726832797656
10,0.07851291001807,1.1480538632593646
11,0.057730153882,0.783669814022235
12,0.04233345441337,0.4990605249824723
13,0.2905274414649,4.9331928512392045
14,0.1403016248426,2.0006369910531254
15,0.2278098911992,3.367432877487783
16,0.414678280723,8.596746562193573
17,0.160294828202,2.3798258572989415
18,0.3448827214346,6.075476632103496
19,0.4440267386238,9.540260958416216
20,0.2546557050068,4.005676127354581
21,0.3659430366287,6.980424953069935
22,0.4664880912891,10.96129237022025
23,0.2090687049401,2.930875970288379
24,0.4837879986586,11.348465421639105
25,0.3826040554963,7.482256911558523
26,0.7245925022347,47.10072488027253
27,0.5118847847117,13.038830696783343
28,0.6855172413793,32.151293147904106
29,0.6034566683111,20.474747081177142
30,0.6855019314459,33.28693608622727
31,0.7427906562109,54.11642496073638
32,0.5377202332435,14.980977570342203
33,0.6255527013939,23.524481137500665
34,0.7036263686465,38.24505850944184
35,0.6397089055176,25.215687120091726
36,0.7137304233377,40.99454621876294
37,0.7603949559981,64.37333109508543
38,0.5630895039781,17.21240916322832
39,0.7911194144284,91.08770328642046
40,0.8122406328409,143.0341209549457
41,0.829244690532,249.25603451463098
42,0.7785755638533,79.2790147461213
43,0.8155308464849,153.31703260174254
44,0.7986367403444,104.65530779569768
45,0.8253676685318,176.15375795352244
46,0.8372644495151,296.49854455278575
47,0.809793791939,120.24382056677749
48,0.8073117020249,124.49105395410898
49,0.7822459421069,84.97848770150273
50,0.8265835378805,216.94226687995885
51,0.04231617427305,0.5166882626409542
52,0.02636596565428,0.3526951196712551
53,0.06671959970637,0.8696795324739596
54,0.04859516307746,0.5936494961463672
55,0.1072918944096,1.4638275027542205
56,0.07985092038854,0.9992191686783868
57,0.1154155809303,1.5690639930159689
58,0.03226303249555,0.41954286024420967
59,0.06184960104336,0.706166299743329
60,0.1333350050622,1.8027776441335914
61,0.09580090352398,1.188605241912391
62,0.3970209945359,7.746544017686478
63,0.3186830400024,5.107442316077956
64,0.147570390554,2.07130317734261
65,0.1558495656604,2.144465423590511
66,0.3159116627595,5.287846593208094
67,0.2262461631706,3.486376813895067
68,0.1683914252986,2.4638856933014206
69,0.3511582443246,6.290073665649112
70,0.4523215680347,9.877240560989117
71,0.1892133993844,2.6410176861635004
72,0.2652174311394,4.147163991818175
73,0.495654396728,11.749314138908481
74,0.2132746558865,3.0343999120299245
75,0.725348258788,48.76440930360564
76,0.5104936506699,13.49938623141379
77,0.6122223014717,21.197952889096793
78,0.6828932630208,34.46269202645773
79,0.750331820212,56.02791684292099
80,0.7522426449338,58.00692614182906
81,0.5523587265461,15.510133312497668
82,0.7071472999717,39.595944472945796
83,0.6508746230566,26.106351669140064
84,0.7156292415242,42.442549156278844
85,0.763027544627,66.64711580844585
86,0.586096235432,17.82038318243269
87,0.659228440561,28.97158893703964
88,0.7733040470904,71.43846488513192
89,0.7931029424707,94.30508886806521
90,0.8216348878999,148.08634976124915
91,0.7820069204152,82.07929568161833
92,0.8296532263677,258.06021710625504
93,0.8196980991428,158.73247280185726
94,0.8014950917184,108.35192617771655
95,0.8212198548826,182.3758333878987
96,0.8370026424317,306.9714196808713
97,0.8131111294852,128.88830745358777
98,0.8291457941975,224.60506763489855
99,0.0420908173305,0.5349386444866657
100,0.103151717509,1.3190576344607505
101,0.02500046671686,0.36515296141942816
102,0.07161001436256,0.9003982166374499
103,0.02861316629548,0.37805083710163195
104,0.04976761206434,0.6146182906217983
105,0.07246460158241,1.0345134315724671
106,0.1250335999427,1.6244862254981456
107,0.03661546536761,0.43436188740956977
108,0.06131916271189,0.7311093951235409
109,0.0319138396638,0.4655887365078728
110,0.1344041521716,1.8664550735766
111,0.0930182881743,1.2305889700076234
112,0.2144503307294,3.1415805102190184
113,0.415199261533,8.020166231562154
114,0.322504711026,5.474623081944892
115,0.1503968442565,2.220211895235542
116,0.2345273264402,3.6095220693850987
117,0.4443018174421,8.900399497115895
118,0.2505878774598,3.7370170422921527
119,0.1831579589471,2.5509146776586387
120,0.3634634471816,6.512250661985341
121,0.4742893574672,10.226122904277933
122,0.1970839389535,2.734303299015241
123,0.2790858562167,4.293649468458589
124,0.4723295804627,10.587328415025018
125,0.2812113756173,4.602325592950471
126,0.4979412598903,12.164321571754513
127,0.6630841164991,29.99491886150009
128,0.7344910021005,50.486858127433095
129,0.5263672053319,13.976209436467409
130,0.6143615549712,21.94670365923431
131,0.6964922250349,35.67997783376292
132,0.7558173477258,60.05583769707377
133,0.553914332976,16.057979810856537
134,0.6509347961176,27.028476131818877
135,0.7177200848905,43.941698226645386
136,0.7587512564226,69.00121478913965
137,0.5856546670914,18.449831964671237
138,0.8333672831962,232.53853263731014
139,0.7773171027251,73.96180314708725
140,0.7976790319381,97.63611843904654
141,0.8352905964973,267.1753796557266
142,0.822368554881,164.33919633209752
143,0.8010463334216,112.17911593494905
144,0.8237576847529,188.8176839957419
145,0.8331157762182,317.8142160630858
146,0.825644102066,202.39203638745266
147,0.8125374689655,133.4408800521066
148,0.02763635694482,0.32903999999999994
149,0.06306365928056,0.8113504763886695
150,0.09784872024552,1.2740556407676036
151,0.04518365513024,0.5538336634600178
152,0.11825555387,1.3656491815231206
153,0.07225129571203,0.9322019413492111
154,0.03156839979005,0.39140428952752987
155,0.04666615087041,0.6363277415697889
156,0.04787730235012,0.6588040103421998
157,0.08778773123862,1.0710543528897267
158,0.1198325848775,1.681866073391152
159,0.03618553114043,0.4497043499302584
160,0.06217350446806,0.7569335266100805
161,0.04459393479086,0.48203418889902944
162,0.1318885179992,1.9323817072038674
163,0.2154180437244,3.2525469247016825
164,0.4083634534997,8.303453286398552
165,0.1654929466616,2.298633871882218
166,0.3299593992221,5.667996860548167
167,0.340122853218,5.868200957456755
168,0.4378204518807,9.21477801342182
169,0.255149291421,3.869015372653215
170,0.3745512800572,6.742275359370063
171,0.1999780651529,2.830883931665868
172,0.2802119228661,4.445309082149986
173,0.379901910428,7.2269864293994015
174,0.2970505865672,4.764888216340285
175,0.5923848826341,19.10151403815865
176,0.5116929357418,12.59398783211007
177,0.6780393501918,31.05439468519211
178,0.5964799151467,19.776214723724383
179,0.7376432385672,52.27014701870065
180,0.5386357148418,14.469874916049664
181,0.6375331417704,22.72190168674212
182,0.6953142136857,36.9402604195998
183,0.628190086574,24.355409173851225
184,0.7611788617886,62.17712058519955
185,0.5544316341957,16.625177257380518
186,0.6603524745821,27.98317173026753
187,0.7252334373823,45.4938000055522
188,0.8333091468703,240.7522222473283
189,0.7802091379003,76.57427036771324
190,0.7916150642169,101.08480611454722
191,0.820026013969,170.1439596722748
192,0.8315482777174,276.61250654838534
193,0.8328458002507,286.38297015830756
194,0.8000066692737,116.1414890890493
195,0.8304659001708,195.48707264128944
196,0.8318918161871,209.54089618102032
197,0.8369195998716,329.03999999999996
198,0.7889959770607,87.98008452759758
199,0.8089559272656,138.1542579065424
