,True Prevalence,Daily EIR,id
0,0.0,0.0,e0bd1782-c190-ea11-a2c5-c4346bcb1550
1,0.0,0.0,00be1782-c190-ea11-a2c5-c4346bcb1550
2,0.0,0.0,f3bd1782-c190-ea11-a2c5-c4346bcb1550
3,0.0,0.0,e4bd1782-c190-ea11-a2c5-c4346bcb1550
4,0.0,0.0,04be1782-c190-ea11-a2c5-c4346bcb1550
5,0.0,0.0,f7bd1782-c190-ea11-a2c5-c4346bcb1550
6,0.0,0.0,e8bd1782-c190-ea11-a2c5-c4346bcb1550
7,0.26441092842245645,0.003924170490800839,17be1782-c190-ea11-a2c5-c4346bcb1550
8,0.0,0.0,fcbd1782-c190-ea11-a2c5-c4346bcb1550
9,0.0,0.0,edbd1782-c190-ea11-a2c5-c4346bcb1550
10,0.24245174033184655,0.0030210114435025043,0dbe1782-c190-ea11-a2c5-c4346bcb1550
11,0.3355134016030441,0.005793859405532394,88621088-c190-ea11-a2c5-c4346bcb1550
12,0.0,0.0,26be1782-c190-ea11-a2c5-c4346bcb1550
13,0.24606695436451506,0.0038908484205284885,22be1782-c190-ea11-a2c5-c4346bcb1550
14,0.3977944014007093,0.006255410940144098,13be1782-c190-ea11-a2c5-c4346bcb1550
15,0.0,0.0,1cbe1782-c190-ea11-a2c5-c4346bcb1550
16,0.37618060618230764,0.008052230804954534,97621088-c190-ea11-a2c5-c4346bcb1550
17,0.0,0.0,2bbe1782-c190-ea11-a2c5-c4346bcb1550
18,0.3596690012167556,0.006387014136879334,8d621088-c190-ea11-a2c5-c4346bcb1550
19,0.4618617187624101,0.010959570620157805,a7621088-c190-ea11-a2c5-c4346bcb1550
20,0.1546741727688545,0.001412007796310137,2fbe1782-c190-ea11-a2c5-c4346bcb1550
21,0.3322376814607071,0.006897291693874618,9c621088-c190-ea11-a2c5-c4346bcb1550
22,0.17981870247892653,0.002009805920214959,31be1782-c190-ea11-a2c5-c4346bcb1550
23,0.27304228417677345,0.005064287330725756,93621088-c190-ea11-a2c5-c4346bcb1550
24,0.4959823748836734,0.01355815463610095,ac621088-c190-ea11-a2c5-c4346bcb1550
25,0.48723736046111726,0.0118474210178705,a3621088-c190-ea11-a2c5-c4346bcb1550
26,0.544476713219736,0.017193182954590158,bb621088-c190-ea11-a2c5-c4346bcb1550
27,0.6503552503781739,0.022984697363556468,c9621088-c190-ea11-a2c5-c4346bcb1550
28,0.4483037835114619,0.012129038058807986,b2621088-c190-ea11-a2c5-c4346bcb1550
29,0.6958976263869252,0.02633330184609164,ca621088-c190-ea11-a2c5-c4346bcb1550
30,0.5958626810818468,0.01835553020825747,b6621088-c190-ea11-a2c5-c4346bcb1550
31,0.699574788302591,0.02887378445737165,ce621088-c190-ea11-a2c5-c4346bcb1550
32,0.6680068414505229,0.023610783712810685,c5621088-c190-ea11-a2c5-c4346bcb1550
33,0.7939958688330924,0.037961576567733156,dd621088-c190-ea11-a2c5-c4346bcb1550
34,0.7421888862570707,0.031733675436307555,d0621088-c190-ea11-a2c5-c4346bcb1550
35,0.6383209556749443,0.02310830645059022,bf621088-c190-ea11-a2c5-c4346bcb1550
36,0.6476667603401272,0.023281367883494372,c1621088-c190-ea11-a2c5-c4346bcb1550
37,0.9076665078123849,0.06107752413986449,ec621088-c190-ea11-a2c5-c4346bcb1550
38,0.7389602200625661,0.031468295017640466,d4621088-c190-ea11-a2c5-c4346bcb1550
39,0.9370196069756525,0.07344858517793709,fb621088-c190-ea11-a2c5-c4346bcb1550
40,0.8696991829022972,0.04722334286325578,e3621088-c190-ea11-a2c5-c4346bcb1550
41,0.8571137158838018,0.05085566778705584,f2621088-c190-ea11-a2c5-c4346bcb1550
42,0.9245460866248765,0.06771417677606625,ff621088-c190-ea11-a2c5-c4346bcb1550
43,0.9650923461130273,0.0963712926596822,0c631088-c190-ea11-a2c5-c4346bcb1550
44,0.9263601095709074,0.06779110683766157,03631088-c190-ea11-a2c5-c4346bcb1550
45,0.8727861876357068,0.04943848151764695,e7621088-c190-ea11-a2c5-c4346bcb1550
